"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","fc","fc_methodf","fc_methodm","fc_methodc"
"70","acap","acap_929","1995-06-21","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",100,"sm9222d","sm9222","membranefiltration"
"71","acap","acap_615","1996-07-21","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"72","acap","acap_618","1996-08-18","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"73","acap","acap_617","1996-07-07","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"74","acap","acap_630","1996-07-28","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",160,"sm9222d","sm9222","membranefiltration"
"75","acap","acap_632","1996-08-05","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",220,"sm9222d","sm9222","membranefiltration"
"76","acap","acap_628","1996-08-11","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",110,"sm9222d","sm9222","membranefiltration"
"77","acap","acap_636","1996-07-14","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",2640,"sm9222d","sm9222","membranefiltration"
"78","acap","acap_586","1996-08-11","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",150,"sm9222d","sm9222","membranefiltration"
"79","acap","acap_593","1996-07-14","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",2710,"sm9222d","sm9222","membranefiltration"
"80","acap","acap_579","1996-07-07","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",50,"sm9222d","sm9222","membranefiltration"
"81","acap","acap_570","1996-08-18","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,"sm9222d","sm9222","membranefiltration"
"82","acap","acap_577","1996-07-28","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",30,"sm9222d","sm9222","membranefiltration"
"83","acap","acap_578","1996-08-05","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",40,"sm9222d","sm9222","membranefiltration"
"84","acap","acap_574","1996-07-21","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",25,"sm9222d","sm9222","membranefiltration"
"85","acap","acap_1256","1996-07-31","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",3275,"sm9222d","sm9222","membranefiltration"
"86","acap","acap_1259","1996-06-26","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",4095,"sm9222d","sm9222","membranefiltration"
"87","acap","acap_1249","1996-07-24","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",875,"sm9222d","sm9222","membranefiltration"
"88","acap","acap_1254","1996-08-07","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",1900,"sm9222d","sm9222","membranefiltration"
"89","acap","acap_1260","1996-08-14","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",4150,"sm9222d","sm9222","membranefiltration"
"90","acap","acap_1258","1996-07-17","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",3650,"sm9222d","sm9222","membranefiltration"
"91","acap","acap_1229","1996-06-12","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",80,"sm9222d","sm9222","membranefiltration"
"92","acap","acap_1255","1996-07-03","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",2488,"sm9222d","sm9222","membranefiltration"
"93","acap","acap_1257","1996-07-10","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",3613,"sm9222d","sm9222","membranefiltration"
"94","acap","acap_1315","1996-08-07","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",21650,"sm9222d","sm9222","membranefiltration"
"95","acap","acap_1317","1996-07-31","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",29925,"sm9222d","sm9222","membranefiltration"
"96","acap","acap_1319","1996-07-24","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",33075,"sm9222d","sm9222","membranefiltration"
"97","acap","acap_1316","1996-08-14","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",26775,"sm9222d","sm9222","membranefiltration"
"98","acap","acap_1312","1996-06-26","nb","New England","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","New England Region","Northeastern Region","New England","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",13550,"sm9222d","sm9222","membranefiltration"
