"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"69","shopaitrwqx","batch_144437","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",46,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"70","shopaitrwqx","batch_144431","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"71","shopaitrwqx","batch_144421","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"72","shopaitrwqx","batch_144427","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",46,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"73","shopaitrwqx","batch_142005","2008-11-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",22,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"74","shopaitrwqx","batch_141997","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",92,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"75","shopaitrwqx","batch_141994","2008-11-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",22,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"76","shopaitrwqx","batch_142008","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",92,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"77","shopaitrwqx","batch_144396","2008-07-07","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",16,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"78","shopaitrwqx","batch_144395","2008-07-07","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",16,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"79","shopaitrwqx","batch_133783","2009-09-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",260,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"80","shopaitrwqx","batch_133763","2009-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",18,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"81","shopaitrwqx","batch_133771","2009-09-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",260,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"82","shopaitrwqx","batch_142377","2009-09-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",80,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"83","shopaitrwqx","batch_133775","2009-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",18,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"84","shopaitrwqx","batch_142388","2009-09-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",80,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"85","shopaitrwqx","batch_144480","2009-09-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",8,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"86","shopaitrwqx","batch_144497","2009-09-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",8,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"87","shopaitrwqx","batch_144477","2009-04-27","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"88","shopaitrwqx","batch_144479","2009-04-27","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"89","shopaitrwqx","batch_144475","2009-02-24","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"90","shopaitrwqx","batch_144487","2009-11-30","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"91","shopaitrwqx","batch_144504","2009-11-30","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"92","shopaitrwqx","batch_144492","2009-02-24","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"93","shopaitrwqx","batch_144494","2009-04-27","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"94","shopaitrwqx","batch_144496","2009-04-27","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"95","shopaitrwqx","batch_153459","2009-08-30","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",500,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"96","shopaitrwqx","batch_153436","2009-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",26,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"97","shopaitrwqx","batch_153446","2009-08-30","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",500,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"98","shopaitrwqx","batch_153449","2009-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",26,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"99","shopaitrwqx","batch_144446","2009-04-27","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",8,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"100","shopaitrwqx","batch_144471","2009-08-30","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",28,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"101","shopaitrwqx","batch_144463","2009-04-27","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",8,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"102","shopaitrwqx","batch_144445","2009-02-24","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",6,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"103","shopaitrwqx","batch_144454","2009-08-30","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",28,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"104","shopaitrwqx","batch_144462","2009-02-24","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",6,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"105","shopaitrwqx","batch_144436","2009-09-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",44,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
