"","study_sh","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"76","usgsky","2013-08-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",210,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"77","usgsky","2013-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",140,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"78","usgsky","2013-08-27","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",520,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"79","usgsky","2013-06-25","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",830,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"80","usgsky","2013-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",500,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"81","usgsky","2013-08-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"82","usgsky","2013-08-27","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",550,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"83","usgsky","2013-04-21","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"84","usgsky","2013-06-25","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",360,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"85","usgsky","2013-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",1000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"86","usgsky","2013-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",230,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"87","usgsky","2013-08-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",180,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"88","usgsky","2013-08-27","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",370,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"89","usgsky","2013-04-22","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",160,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"90","usgsky","2013-09-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",370,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"91","usgsky","2013-04-22","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",1400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"92","usgsky","2013-08-27","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"93","usgsky","2013-06-25","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",370,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"94","usgsky","2013-06-25","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",120,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"95","usgsky","2013-08-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",210,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"96","usgsky","2013-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",410,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"97","usgsky","2013-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",1800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"98","usgsky","2013-08-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",280,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"99","usgsky","2013-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",190,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"100","usgsky","2013-08-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"101","usgsky","2013-06-24","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",550,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"102","usgsky","2013-09-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",960,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"103","usgsky","2013-09-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",290,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"104","usgsky","2013-04-21","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",190,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"105","usgsky","2013-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",1300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"106","usgsky","2013-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"107","usgsky","2013-06-24","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",440,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"108","usgsky","2013-06-24","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",790,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"109","usgsky","2013-09-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",160,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"110","usgsky","2013-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"111","usgsky","2013-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"112","usgsky","2013-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",670,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"113","usgsky","2013-06-24","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",190,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"114","usgsky","2013-09-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",230,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"115","usgsky","2013-08-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",230,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"116","usgsky","2013-08-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",410,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"117","usgsky","2013-08-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",270,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"118","usgsky","2013-05-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",330,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"119","usgsky","2013-06-24","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"120","usgsky","2013-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",340,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
