"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"70","frss","frss_2917","2013-07-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",512,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"71","frss","frss_2762","2013-07-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",3873,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"72","frss","frss_2761","2013-05-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",201,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"73","frss","frss_2795","2014-07-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",121,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"74","frss","frss_2794","2014-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4620,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"75","frss","frss_2825","2014-07-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",223,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"76","frss","frss_2824","2014-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3570,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"77","frss","frss_2765","2014-07-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",259,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"78","frss","frss_2764","2014-05-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",17328,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"79","frss","frss_2797","2015-05-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",119,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"80","frss","frss_2798","2015-07-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",171,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"81","frss","frss_2828","2015-07-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",241,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"82","frss","frss_2827","2015-05-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",226,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"83","frss","frss_2767","2015-05-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",520,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"84","frss","frss_2768","2015-07-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",545,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"85","frss","frss_2800","2016-05-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",565,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"86","frss","frss_2801","2016-07-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1674,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"87","frss","frss_2802","2016-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",318,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"88","frss","frss_2831","2016-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",399,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"89","frss","frss_2830","2016-05-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",882,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"90","frss","frss_2771","2016-07-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",341,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"91","frss","frss_2772","2016-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",2014,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"92","frss","frss_2770","2016-05-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",682,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"93","frss","frss_2803","2017-05-11","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",189,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"94","frss","frss_2804","2017-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",213,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"95","frss","frss_2833","2017-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",183,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"96","frss","frss_2832","2017-05-11","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",379,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"97","frss","frss_2773","2017-05-11","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",9208,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"98","frss","frss_2774","2017-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",48392,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"99","frss","frss_2805","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",241,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"100","frss","frss_2806","2018-07-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",341,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"101","frss","frss_2775","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",933,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"102","frss","frss_2776","2018-07-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Eastern Mountains","Southeast","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",9606,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"103","frss","frss_1679","2005-09-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",41,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"104","frss","frss_1677","2005-05-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",14430,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"105","frss","frss_1678","2005-07-29","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",98,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"106","frss","frss_1381","2005-09-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",471,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"107","frss","frss_1380","2005-07-30","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",85,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"108","frss","frss_1379","2005-05-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",109,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"109","frss","frss_481","2005-07-28","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",175,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"110","frss","frss_480","2005-05-12","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",40,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"111","frss","frss_482","2005-09-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",243,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
