"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"62","nars","nars_4533","2017-06-01","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",15.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"63","nars","nars_4530","2017-06-29","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","West Florida Gulf","East Gulf Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",8.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"64","nars","nars_4535","2017-09-06","fl","South Atlantic","TROPICAL WET FORESTS","EVERGLADES","Florida Peninsula","Tropical Florida","tropical and subtropical coastal rivers","Flooded Grasslands and Savannas","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"65","nars","nars_4531","2017-08-24","fl","South Atlantic","TROPICAL WET FORESTS","EVERGLADES","Florida Peninsula","Tropical Florida","tropical and subtropical coastal rivers","Flooded Grasslands and Savannas","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"66","nars","nars_4519","2017-06-05","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"67","nars","nars_4520","2017-08-18","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",16.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"68","nars","nars_4548","2017-08-09","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Piedmont","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",21.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"69","nars","nars_5","2017-08-22","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Apalachicola","Piedmont","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",29.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"70","nars","nars_4543","2017-07-25","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Apalachicola","South Atlantic Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"71","nars","nars_4537","2017-07-11","ga","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","South Atlantic Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",2419.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"72","nars","nars_4539","2017-06-06","ga","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","South Atlantic Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",2419.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"73","nars","nars_4547","2017-08-08","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",25.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"74","nars","nars_4549","2017-06-29","ga","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","South Atlantic Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"75","nars","nars_4550","2017-08-15","ga","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Appalachian Piedmont","Southern Blue Ridge","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",10.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"76","nars","nars_4540","2017-06-07","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","South Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",6.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"77","nars","nars_4541","2017-09-06","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Apalachicola","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",7.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"78","nars","nars_4545","2017-06-21","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",13.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"79","nars","nars_4578","2017-07-20","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Snake","Columbia Plateau","temperate upland rivers","Deserts and Xeric Shrublands","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",7.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"80","nars","nars_4573","2017-08-06","id","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Columbia Glaciated","Canadian Rocky Mountains","temperate upland rivers","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"81","nars","nars_4585","2017-08-07","id","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Columbia Glaciated","Canadian Rocky Mountains","temperate upland rivers","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"82","nars","nars_4591","2017-08-03","id","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Columbia Glaciated","Canadian Rocky Mountains","temperate upland rivers","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"83","nars","nars_4577","2017-08-29","id","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Columbia Glaciated","Canadian Rocky Mountains","temperate upland rivers","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"84","nars","nars_4576","2017-08-03","id","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Columbia Glaciated","Canadian Rocky Mountains","temperate upland rivers","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",11,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"85","nars","nars_4580","2017-07-19","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Snake","Utah-Wyoming Rocky Mountains","temperate upland rivers","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",3.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"86","nars","nars_4572","2017-07-20","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Snake","Columbia Plateau","temperate upland rivers","Deserts and Xeric Shrublands","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"87","nars","nars_4594","2017-08-31","id","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Columbia Unglaciated","Canadian Rocky Mountains","temperate floodplain rivers and wetlands","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"88","nars","nars_4590","2017-07-25","id","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Upper Snake","Utah-Wyoming Rocky Mountains","temperate upland rivers","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"89","nars","nars_4579","2017-07-10","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Middle Rockies - Blue Mountains","temperate floodplain rivers and wetlands","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",3.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"90","nars","nars_4593","2017-08-16","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Snake","Columbia Plateau","temperate upland rivers","Deserts and Xeric Shrublands","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",6.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"91","nars","nars_4582","2017-08-03","id","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Columbia Glaciated","Canadian Rocky Mountains","temperate upland rivers","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"92","nars","nars_4587","2017-07-24","id","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Columbia Unglaciated","Middle Rockies - Blue Mountains","temperate floodplain rivers and wetlands","Temperate Conifer Forests","Pacific Northwest Region","Northwest Region","Pacific Northwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"93","nars","nars_4613","2017-06-12","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Teays - Old Ohio","Central Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Ohio Region","Heartland","Midwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"94","nars","nars_4607","2017-06-07","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Heartland","Midwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",6.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"95","nars","nars_4604","2017-06-29","il","East North Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Upper Mississippi","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Heartland","Midwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",17.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"96","nars","nars_4608","2017-08-14","il","East North Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Teays - Old Ohio","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Heartland","Midwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"97","nars","nars_4612","2017-08-08","il","East North Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Upper Mississippi","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Heartland","Midwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",8.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"98","nars","nars_4601","2017-07-11","il","East North Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Upper Mississippi","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Heartland","Midwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"99","nars","nars_4603","2017-08-23","il","East North Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Upper Mississippi","Interior Low Plateau","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"100","nars","nars_4602","2017-06-28","il","East North Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Upper Mississippi","Interior Low Plateau","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"101","nars","nars_4609","2017-07-12","il","East North Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Upper Mississippi","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Heartland","Midwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"102","nars","nars_4611","2017-06-16","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Heartland","Midwest","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",13.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"103","nars","nars_4614","2017-08-15","il","East North Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Upper Mississippi","Interior Low Plateau","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",9.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
